"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","question_order","phase","trial_name","trial_num","key_selected","person_selected","first_product","reward1","second_product","reward2","left_person","right_person","prob_product1","prob_product2","prob_product3","prob_product4","prob_product5","counterbalance"
"html-keyboard-response","10","412600","0.0-7.0-2.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","0","","","0","","","","","","","","","","",""
"html-keyboard-response","11","413620","0.0-7.0-3.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","0","","","0","1","","","","","","","","","",""
"html-keyboard-response","12","414383","0.0-7.0-4.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","0","0","0","","","","","","","","","","","",""
"html-keyboard-response","13","415156","0.0-7.0-5.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","0","","","","","1","","","","","","","","",""
"html-keyboard-response","14","416161","0.0-7.0-6.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward2","0","0","0","0","1","1","0","","","","","","","",""
"html-keyboard-response","15","420857","0.0-7.0-0.1","5c519ec789254700019f7934","","","","","","4525","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","1","","","","","","","","","","","","","",""
"html-keyboard-response","16","421619","0.0-7.0-1.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","1","0","1","","","","","","","","","","","",""
"html-keyboard-response","17","422386","0.0-7.0-2.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","1","","","2","","","","","","","","","","",""
"html-keyboard-response","18","423392","0.0-7.0-3.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward1","1","","","2","1","","","","","","","","","",""
"html-keyboard-response","19","424156","0.0-7.0-4.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","1","0","1","","","","","","","","","","","",""
"html-keyboard-response","20","424918","0.0-7.0-5.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","1","","","","","1","","","","","","","","",""
"html-keyboard-response","21","425928","0.0-7.0-6.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward2","1","0","1","2","1","1","0","","","","","","","",""
"html-keyboard-response","22","428465","0.0-7.0-0.2","5c519ec789254700019f7934","","","","","","2384","<img class=left_person src='images/persons/person1.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","23","429218","0.0-7.0-1.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","1","1","","","","","","","","","","","",""
"html-keyboard-response","24","429985","0.0-7.0-2.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","2","","","2","","","","","","","","","","",""
"html-keyboard-response","25","430995","0.0-7.0-3.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward1","2","","","2","1","","","","","","","","","",""
"html-keyboard-response","26","431762","0.0-7.0-4.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","1","1","","","","","","","","","","","",""
"html-keyboard-response","27","432520","0.0-7.0-5.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","2","","","","","1","","","","","","","","",""
"html-keyboard-response","28","433527","0.0-7.0-6.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward2","2","1","1","2","1","1","1","","","","","","","",""
"html-keyboard-response","29","435640","0.0-7.0-0.3","5c519ec789254700019f7934","","","","","","1960","<img class=left_person src='images/persons/person5.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","3","","","","","","","","","","","","","",""
"html-keyboard-response","30","436404","0.0-7.0-1.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","1","3","","","","","","","","","","","",""
"html-keyboard-response","31","437166","0.0-7.0-2.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","3","","","4","","","","","","","","","","",""
"html-keyboard-response","32","438172","0.0-7.0-3.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","3","","","4","1","","","","","","","","","",""
"html-keyboard-response","33","438936","0.0-7.0-4.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","1","3","","","","","","","","","","","",""
"html-keyboard-response","34","439699","0.0-7.0-5.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","3","","","","","3","","","","","","","","",""
"html-keyboard-response","35","440705","0.0-7.0-6.3","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","3","1","3","4","1","3","0","","","","","","","",""
"html-keyboard-response","36","444170","0.0-7.0-0.4","5c519ec789254700019f7934","","","","","","3306","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","4","","","","","","","","","","","","","",""
"html-keyboard-response","37","444934","0.0-7.0-1.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","0","3","","","","","","","","","","","",""
"html-keyboard-response","38","445701","0.0-7.0-2.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","4","","","3","","","","","","","","","","",""
"html-keyboard-response","39","446720","0.0-7.0-3.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","4","","","3","0","","","","","","","","","",""
"html-keyboard-response","40","447486","0.0-7.0-4.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","0","3","","","","","","","","","","","",""
"html-keyboard-response","41","448252","0.0-7.0-5.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","4","","","","","4","","","","","","","","",""
"html-keyboard-response","42","449256","0.0-7.0-6.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","4","0","3","3","0","4","1","","","","","","","",""
"html-keyboard-response","43","452842","0.0-7.0-0.5","5c519ec789254700019f7934","","","","","","3431","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","5","","","","","","","","","","","","","",""
"html-keyboard-response","44","453605","0.0-7.0-1.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","3","","","","","","","","","","","",""
"html-keyboard-response","45","454375","0.0-7.0-2.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","5","","","3","","","","","","","","","","",""
"html-keyboard-response","46","455392","0.0-7.0-3.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","5","","","3","0","","","","","","","","","",""
"html-keyboard-response","47","456153","0.0-7.0-4.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","3","","","","","","","","","","","",""
"html-keyboard-response","48","456918","0.0-7.0-5.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","5","","","","","4","","","","","","","","",""
"html-keyboard-response","49","457925","0.0-7.0-6.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","5","0","3","3","0","4","0","","","","","","","",""
"html-keyboard-response","50","459415","0.0-7.0-0.6","5c519ec789254700019f7934","","","","","","1335","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","6","","","","","","","","","","","","","",""
"html-keyboard-response","51","460172","0.0-7.0-1.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","1","2","","","","","","","","","","","",""
"html-keyboard-response","52","460938","0.0-7.0-2.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","6","","","3","","","","","","","","","","",""
"html-keyboard-response","53","461953","0.0-7.0-3.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","6","","","3","1","","","","","","","","","",""
"html-keyboard-response","54","462720","0.0-7.0-4.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","1","2","","","","","","","","","","","",""
"html-keyboard-response","55","463482","0.0-7.0-5.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","6","","","","","2","","","","","","","","",""
"html-keyboard-response","56","464493","0.0-7.0-6.6","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","6","1","2","3","1","2","0","","","","","","","",""
"html-keyboard-response","57","467069","0.0-7.0-0.7","5c519ec789254700019f7934","","","","","","2423","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","7","","","","","","","","","","","","","",""
"html-keyboard-response","58","467837","0.0-7.0-1.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","1","0","","","","","","","","","","","",""
"html-keyboard-response","59","468604","0.0-7.0-2.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","7","","","0","","","","","","","","","","",""
"html-keyboard-response","60","469621","0.0-7.0-3.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","7","","","0","1","","","","","","","","","",""
"html-keyboard-response","61","470381","0.0-7.0-4.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","1","0","","","","","","","","","","","",""
"html-keyboard-response","62","471138","0.0-7.0-5.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","7","","","","","1","","","","","","","","",""
"html-keyboard-response","63","472145","0.0-7.0-6.7","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward2","7","1","0","0","1","1","0","","","","","","","",""
"html-keyboard-response","64","474220","0.0-7.0-0.8","5c519ec789254700019f7934","","","","","","1907","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","8","","","","","","","","","","","","","",""
"html-keyboard-response","65","474981","0.0-7.0-1.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","3","","","","","","","","","","","",""
"html-keyboard-response","66","475738","0.0-7.0-2.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","8","","","4","","","","","","","","","","",""
"html-keyboard-response","67","476741","0.0-7.0-3.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","8","","","4","1","","","","","","","","","",""
"html-keyboard-response","68","477500","0.0-7.0-4.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","3","","","","","","","","","","","",""
"html-keyboard-response","69","478265","0.0-7.0-5.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","8","","","","","3","","","","","","","","",""
"html-keyboard-response","70","479271","0.0-7.0-6.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","8","0","3","4","1","3","0","","","","","","","",""
"html-keyboard-response","71","480657","0.0-7.0-0.9","5c519ec789254700019f7934","","","","","","1225","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","9","","","","","","","","","","","","","",""
"html-keyboard-response","72","481419","0.0-7.0-1.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","73","482182","0.0-7.0-2.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","9","","","0","","","","","","","","","","",""
"html-keyboard-response","74","483193","0.0-7.0-3.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","9","","","0","1","","","","","","","","","",""
"html-keyboard-response","75","483948","0.0-7.0-4.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","76","484705","0.0-7.0-5.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","9","","","","","4","","","","","","","","",""
"html-keyboard-response","77","485709","0.0-7.0-6.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","9","1","4","0","1","4","1","","","","","","","",""
"html-keyboard-response","78","489844","0.0-8.0","5c519ec789254700019f7934","","","","","","3967","<div> Good job! Practice completed. <br> <br> We will now move on to the real game. Do your best to win as much reward as you can. Good luck!<br><br> <b>Press any key to continue.</b></div>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","79","530775","0.0-9.0-0.0","5c519ec789254700019f7934","","","","","","39920","<p><u>We will now start period number<b> 1 out of 4</b> of your business</u></p>Each period will include 50 days after which you will have a short break and then continue from the exact same point. <br> <br><p style=""text-align: left"">Use the LEFT or RIGHT response keys (""s"" or ""k"", in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) The demand for each product is specific to that product alone <br> 2) The demand for each product may gradually change over time </p><p> <b> <u>Please note that participants who engage with the task and pay close attention earn a much higher bonus than participants who respond randomly</u> </b> </p><p><b>Press SPACE to start</b></p>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","532573","0.0-9.0-1.0-0.0","5c519ec789254700019f7934","","","","","","778","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","s","","","exp","choice","0","","","","","","","","","","","","","",""
"html-keyboard-response","81","533330","0.0-9.0-1.0-1.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","0","1","","","","","","","","","","","",""
"html-keyboard-response","82","534099","0.0-9.0-1.0-2.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","0","","","2","","","","","","","","","","",""
"html-keyboard-response","83","535104","0.0-9.0-1.0-3.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/cake.jpg'>","null","","","exp","show_reward1","0","","","2","0","","","","","","","","","",""
"html-keyboard-response","84","535869","0.0-9.0-1.0-4.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","0","1","","","","","","","","","","","",""
"html-keyboard-response","85","536633","0.0-9.0-1.0-5.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","0","","","2","","","","","","","","","","",""
"html-keyboard-response","86","537639","0.0-9.0-1.0-6.0","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/book.jpg'>","null","","","exp","show_reward2","0","0","1","2","0","1","0","1","0","0.720539982244372","0.233712394046597","0.406507461029105","0.55041249524802","0.576851323992014","0"
"html-keyboard-response","87","539218","0.0-9.0-1.0-0.1","5c519ec789254700019f7934","","","","","","1425","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","s","","","exp","choice","1","","","","","","","","","","","","","",""
"html-keyboard-response","88","539980","0.0-9.0-1.0-1.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","0","2","","","","","","","","","","","",""
"html-keyboard-response","89","540734","0.0-9.0-1.0-2.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","1","","","2","","","","","","","","","","",""
"html-keyboard-response","90","541737","0.0-9.0-1.0-3.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","exp","show_reward1","1","","","2","1","","","","","","","","","",""
"html-keyboard-response","91","542498","0.0-9.0-1.0-4.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","0","2","","","","","","","","","","","",""
"html-keyboard-response","92","543250","0.0-9.0-1.0-5.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","1","","","2","","","","","","","","","","",""
"html-keyboard-response","93","544258","0.0-9.0-1.0-6.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","exp","show_reward2","1","0","2","2","1","3","1","2","1","0.737182030067099","0.263553242815869","0.41178953875257","0.575343218095664","0.599936044086846","0"
"html-keyboard-response","94","545437","0.0-9.0-1.0-0.2","5c519ec789254700019f7934","","","","","","1026","<img class=left_person src='images/persons/person1.jpg'><img class=right_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","s","","","exp","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","95","546200","0.0-9.0-1.0-1.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","2","0","0","","","","","","","","","","","",""
"html-keyboard-response","96","546967","0.0-9.0-1.0-2.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","2","","","0","","","","","","","","","","",""
"html-keyboard-response","97","547972","0.0-9.0-1.0-3.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","exp","show_reward1","2","","","0","1","","","","","","","","","",""
"html-keyboard-response","98","548733","0.0-9.0-1.0-4.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","2","0","0","","","","","","","","","","","",""
