"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","view_history","choice","is_correct","counterbalance","phase","trial_name","trial_num","correct_response","counter_correct","counter_errors"
"html-keyboard-response","27","240573","0.0-8.9-1.9","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","28","244838","0.0-8.10-0.10","5c519ec789254700019f7934","","","","","","","","","","2","true","0","","","","","",""
"html-keyboard-response","29","245850","0.0-8.10-1.10","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","30","247726","0.0-8.11-0.11","5c519ec789254700019f7934","","","","","","","","","","1","true","0","","","","","",""
"html-keyboard-response","31","248729","0.0-8.11-1.11","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","32","252590","0.0-8.12-0.12","5c519ec789254700019f7934","","","","","","","","","","0","true","0","","","","","",""
"html-keyboard-response","33","253596","0.0-8.12-1.12","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","34","255006","0.0-8.13-0.13","5c519ec789254700019f7934","","","","","","","","","","4","true","0","","","","","",""
"html-keyboard-response","35","256020","0.0-8.13-1.13","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","36","258196","0.0-8.14-0.14","5c519ec789254700019f7934","","","","","","","","","","0","true","0","","","","","",""
"html-keyboard-response","37","259199","0.0-8.14-1.14","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","38","260813","0.0-8.15-0.15","5c519ec789254700019f7934","","","","","","","","","","4","true","0","","","","","",""
"html-keyboard-response","39","261816","0.0-8.15-1.15","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","40","266643","0.0-8.16-0.16","5c519ec789254700019f7934","","","","","","","","","","1","true","0","","","","","",""
"html-keyboard-response","41","267650","0.0-8.16-1.16","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","42","269397","0.0-8.17-0.17","5c519ec789254700019f7934","","","","","","","","","","0","true","0","","","","","",""
"html-keyboard-response","43","270399","0.0-8.17-1.17","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","44","272198","0.0-8.18-0.18","5c519ec789254700019f7934","","","","","","","","","","1","true","0","","","","","",""
"html-keyboard-response","45","273213","0.0-8.18-1.18","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"html-button-response","46","274654","0.0-8.19-0.19","5c519ec789254700019f7934","","","","","","","","","","0","true","0","","","","","",""
"html-keyboard-response","47","275666","0.0-8.19-1.19","5c519ec789254700019f7934","null","<b>Correct!</b>","null","","","","","","","","","","model_learning","click_correct","0","","",""
"instructions","48","298354","0.0-9.0","5c519ec789254700019f7934","22678","","","","","","","","[{""page_index"":0,""viewing_time"":2446},{""page_index"":1,""viewing_time"":5231},{""page_index"":2,""viewing_time"":9734},{""page_index"":3,""viewing_time"":3380},{""page_index"":4,""viewing_time"":1885}]","","","","","","","","",""
"instructions","49","310813","0.0-10.0","5c519ec789254700019f7934","12444","","","","","","","","[{""page_index"":0,""viewing_time"":1987},{""page_index"":1,""viewing_time"":2776},{""page_index"":2,""viewing_time"":1994},{""page_index"":3,""viewing_time"":1626},{""page_index"":4,""viewing_time"":1669},{""page_index"":5,""viewing_time"":2393}]","","","","","","","","",""
"html-keyboard-response","50","314393","0.0-11.0","5c519ec789254700019f7934","3569","<p> <br> Please be ready with your fingers on <b>s</b> and <b>k</b><br><br> <img class=keyboard src='images/examples/keyboard.png'> <br><br> <b> Press any key to begin</b></div>"," ","","","","","","","","","","","","","","",""
"html-keyboard-response","51","317718","0.0-12.0-0.0","5c519ec789254700019f7934","2305","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/cake.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","0","1","",""
"html-keyboard-response","52","319227","0.0-12.0-1.0","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/cake.jpg'><div class=""fixation"">Correct! you have 1 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","0","","1","0"
"html-keyboard-response","53","320365","0.0-12.1-0.1","5c519ec789254700019f7934","926","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/necklace.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","1","1","",""
"html-keyboard-response","54","321874","0.0-12.1-1.1","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Incorrect</div>","null","","","","","","","","","","model_learning","learning_result","1","","1","1"
"html-keyboard-response","55","322983","0.0-12.2-0.2","5c519ec789254700019f7934","895","<img class=one_person src='images/persons/person3.jpg'><img class=product_left src='images/products/cake.jpg'><img class=product_right src='images/products/book.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","2","0","",""
"html-keyboard-response","56","324488","0.0-12.2-1.2","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_left src='images/products/cake.jpg'><div class=""fixation"">Correct! you have 2 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","2","","2","1"
"html-keyboard-response","57","326301","0.0-12.3-0.3","5c519ec789254700019f7934","1596","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/necklace.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","3","1","",""
"html-keyboard-response","58","327809","0.0-12.3-1.3","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">Correct! you have 3 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","3","","3","1"
"html-keyboard-response","59","329220","0.0-12.4-0.4","5c519ec789254700019f7934","1198","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/cake.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","4","1","",""
"html-keyboard-response","60","330728","0.0-12.4-1.4","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_right src='images/products/cake.jpg'><div class=""fixation"">Correct! you have 4 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","4","","4","1"
"html-keyboard-response","61","332602","0.0-12.5-0.5","5c519ec789254700019f7934","1664","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/book.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","5","0","",""
"html-keyboard-response","62","334105","0.0-12.5-1.5","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/book.jpg'><div class=""fixation"">Incorrect</div>","null","","","","","","","","","","model_learning","learning_result","5","","4","2"
"html-keyboard-response","63","336991","0.0-12.6-0.6","5c519ec789254700019f7934","2675","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/necklace.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","6","1","",""
"html-keyboard-response","64","338504","0.0-12.6-1.6","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">Incorrect</div>","null","","","","","","","","","","model_learning","learning_result","6","","4","3"
"html-keyboard-response","65","339907","0.0-12.7-0.7","5c519ec789254700019f7934","1202","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/printer.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","7","1","",""
"html-keyboard-response","66","341424","0.0-12.7-1.7","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 5 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","7","","5","3"
"html-keyboard-response","67","345148","0.0-12.8-0.8","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/necklace.jpg'><img class=product_right src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","","","","","","","","model_learning","learning_choice","8","0","",""
"html-keyboard-response","68","346657","0.0-12.8-1.8","5c519ec789254700019f7934","null","<div class=""fixation"">Too slow!</div>","null","","","","","","","","","","model_learning","learning_result","8","","5","4"
"html-keyboard-response","69","348278","0.0-12.9-0.9","5c519ec789254700019f7934","1408","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/cake.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","9","0","",""
"html-keyboard-response","70","349793","0.0-12.9-1.9","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 6 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","9","","6","4"
"html-keyboard-response","71","350881","0.0-12.10-0.10","5c519ec789254700019f7934","878","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/necklace.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","10","1","",""
"html-keyboard-response","72","352398","0.0-12.10-1.10","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">Correct! you have 7 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","10","","7","4"
"html-keyboard-response","73","353599","0.0-12.11-0.11","5c519ec789254700019f7934","993","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/cake.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","11","0","",""
"html-keyboard-response","74","355109","0.0-12.11-1.11","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person4.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 8 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","11","","8","4"
"html-keyboard-response","75","356473","0.0-12.12-0.12","5c519ec789254700019f7934","1151","<img class=one_person src='images/persons/person2.jpg'><img class=product_right src='images/products/book.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","12","1","",""
"html-keyboard-response","76","357978","0.0-12.12-1.12","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person2.jpg'><img class=product_right src='images/products/book.jpg'><div class=""fixation"">Correct! you have 9 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","12","","9","4"
"html-keyboard-response","77","359490","0.0-12.13-0.13","5c519ec789254700019f7934","1301","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/cake.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","13","0","",""
"html-keyboard-response","78","360993","0.0-12.13-1.13","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/cake.jpg'><div class=""fixation"">Correct! you have 10 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","13","","10","4"
"html-keyboard-response","79","362263","0.0-12.14-0.14","5c519ec789254700019f7934","1061","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/book.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","14","0","",""
"html-keyboard-response","80","363774","0.0-12.14-1.14","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">Correct! you have 11 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","14","","11","4"
"html-keyboard-response","81","364591","0.0-12.15-0.15","5c519ec789254700019f7934","601","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/cake.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","15","0","",""
"html-keyboard-response","82","366106","0.0-12.15-1.15","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/cake.jpg'><div class=""fixation"">Correct! you have 12 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","15","","12","4"
"html-keyboard-response","83","368458","0.0-12.16-0.16","5c519ec789254700019f7934","2136","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","16","0","",""
"html-keyboard-response","84","369962","0.0-12.16-1.16","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 13 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","16","","13","4"
"html-keyboard-response","85","371256","0.0-12.17-0.17","5c519ec789254700019f7934","1083","<img class=one_person src='images/persons/person5.jpg'><img class=product_right src='images/products/bicycle.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","17","1","",""
"html-keyboard-response","86","372761","0.0-12.17-1.17","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person5.jpg'><img class=product_right src='images/products/bicycle.jpg'><div class=""fixation"">Correct! you have 14 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","17","","14","4"
"html-keyboard-response","87","374200","0.0-12.18-0.18","5c519ec789254700019f7934","1228","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/cake.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","18","0","",""
"html-keyboard-response","88","375705","0.0-12.18-1.18","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 15 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","18","","15","4"
"html-keyboard-response","89","376566","0.0-12.19-0.19","5c519ec789254700019f7934","648","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/bicycle.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","19","0","",""
"html-keyboard-response","90","378072","0.0-12.19-1.19","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">Correct! you have 16 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","19","","16","4"
"html-keyboard-response","91","379462","0.0-12.20-0.20","5c519ec789254700019f7934","1179","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/bicycle.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","20","0","",""
"html-keyboard-response","92","380965","0.0-12.20-1.20","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/bicycle.jpg'><div class=""fixation"">Correct! you have 17 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","20","","17","4"
"html-keyboard-response","93","382247","0.0-12.21-0.21","5c519ec789254700019f7934","1079","<img class=one_person src='images/persons/person1.jpg'><img class=product_right src='images/products/book.jpg'><img class=product_left src='images/products/necklace.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","21","1","",""
"html-keyboard-response","94","383756","0.0-12.21-1.21","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person1.jpg'><img class=product_right src='images/products/book.jpg'><div class=""fixation"">Correct! you have 18 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","21","","18","4"
"html-keyboard-response","95","384905","0.0-12.22-0.22","5c519ec789254700019f7934","936","<img class=one_person src='images/persons/person1.jpg'><img class=product_right src='images/products/bicycle.jpg'><img class=product_left src='images/products/cake.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","22","1","",""
"html-keyboard-response","96","386421","0.0-12.22-1.22","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person1.jpg'><img class=product_right src='images/products/bicycle.jpg'><div class=""fixation"">Correct! you have 19 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","22","","19","4"
"html-keyboard-response","97","387237","0.0-12.23-0.23","5c519ec789254700019f7934","601","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/book.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","23","0","",""
"html-keyboard-response","98","388748","0.0-12.23-1.23","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">Correct! you have 20 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","23","","20","4"
"instructions","99","431805","0.0-13.0","5c519ec789254700019f7934","42806","","","","","","","","[{""page_index"":0,""viewing_time"":2259},{""page_index"":1,""viewing_time"":11136},{""page_index"":2,""viewing_time"":10541},{""page_index"":3,""viewing_time"":16846},{""page_index"":4,""viewing_time"":2024}]","","","","","","","","",""
"instructions","100","444603","0.0-14.0","5c519ec789254700019f7934","12786","","","","","","","","[{""page_index"":0,""viewing_time"":2945},{""page_index"":1,""viewing_time"":3374},{""page_index"":2,""viewing_time"":1533},{""page_index"":3,""viewing_time"":1682},{""page_index"":4,""viewing_time"":1699},{""page_index"":5,""viewing_time"":1552}]","","","","","","","","",""
"html-keyboard-response","101","446598","0.0-15.0","5c519ec789254700019f7934","1982","<p> <br> Please be ready with your fingers on <b>s</b> and <b>k</b><br><br> <img class=keyboard src='images/examples/keyboard.png'> <br><br> <b> Press any key to begin</b></div>"," ","","","","","","","","","","","","","","",""
"html-keyboard-response","102","448619","0.0-16.0-0.0","5c519ec789254700019f7934","999","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><img class=product_right src='images/products/necklace.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","24","0","",""
"html-keyboard-response","103","450128","0.0-16.0-1.0","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person5.jpg'><img class=product_left src='images/products/printer.jpg'><div class=""fixation"">Correct! you have 1 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","24","","1","0"
"html-keyboard-response","104","451678","0.0-16.1-0.1","5c519ec789254700019f7934","1340","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/book.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","25","0","",""
"html-keyboard-response","105","453194","0.0-16.1-1.1","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person1.jpg'><img class=product_left src='images/products/book.jpg'><div class=""fixation"">Correct! you have 2 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","25","","2","0"
"html-keyboard-response","106","455033","0.0-16.2-0.2","5c519ec789254700019f7934","1631","<img class=one_person src='images/persons/person2.jpg'><img class=product_left src='images/products/book.jpg'><img class=product_right src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","k","","","","","","","","","","model_learning","learning_choice","26","0","",""
"html-keyboard-response","107","456540","0.0-16.2-1.2","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person2.jpg'><img class=product_right src='images/products/bicycle.jpg'><div class=""fixation"">Incorrect</div>","null","","","","","","","","","","model_learning","learning_result","26","","2","1"
"html-keyboard-response","108","458005","0.0-16.3-0.3","5c519ec789254700019f7934","1251","<img class=one_person src='images/persons/person3.jpg'><img class=product_left src='images/products/necklace.jpg'><img class=product_right src='images/products/printer.jpg'><div class=""fixation"">+</div>","s","","","","","","","","","","model_learning","learning_choice","27","0","",""
"html-keyboard-response","109","459512","0.0-16.3-1.3","5c519ec789254700019f7934","null","<img class=one_person src='images/persons/person3.jpg'><img class=product_left src='images/products/necklace.jpg'><div class=""fixation"">Correct! you have 3 correct answers</div>","null","","","","","","","","","","model_learning","learning_result","27","","3","1"
