"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","question_order","phase","trial_name","trial_num","key_selected","person_selected","first_product","reward1","second_product","reward2","left_person","right_person","prob_product1","prob_product2","prob_product3","prob_product4","prob_product5","counterbalance"
"html-keyboard-response","17","267929","0.0-7.0-2.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","1","","","4","","","","","","","","","","",""
"html-keyboard-response","18","268937","0.0-7.0-3.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","1","","","4","1","","","","","","","","","",""
"html-keyboard-response","19","269696","0.0-7.0-4.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","1","0","4","","","","","","","","","","","",""
"html-keyboard-response","20","270450","0.0-7.0-5.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","1","","","","","0","","","","","","","","",""
"html-keyboard-response","21","271463","0.0-7.0-6.1","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward2","1","0","4","4","1","0","1","","","","","","","",""
"html-keyboard-response","22","272997","0.0-7.0-0.2","5c519ec789254700019f7934","","","","","","1381","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","23","273762","0.0-7.0-1.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","0","2","","","","","","","","","","","",""
"html-keyboard-response","24","274516","0.0-7.0-2.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","2","","","2","","","","","","","","","","",""
"html-keyboard-response","25","275530","0.0-7.0-3.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward1","2","","","2","1","","","","","","","","","",""
"html-keyboard-response","26","276293","0.0-7.0-4.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","2","0","2","","","","","","","","","","","",""
"html-keyboard-response","27","277048","0.0-7.0-5.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","2","","","","","3","","","","","","","","",""
"html-keyboard-response","28","278063","0.0-7.0-6.2","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","2","0","2","2","1","3","0","","","","","","","",""
"html-keyboard-response","29","279673","0.0-7.0-0.3","5c519ec789254700019f7934","","","","","","1457","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","3","","","","","","","","","","","","","",""
"html-keyboard-response","30","280428","0.0-7.0-1.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","0","3","","","","","","","","","","","",""
"html-keyboard-response","31","281194","0.0-7.0-2.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","3","","","4","","","","","","","","","","",""
"html-keyboard-response","32","282197","0.0-7.0-3.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","3","","","4","1","","","","","","","","","",""
"html-keyboard-response","33","282949","0.0-7.0-4.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","3","0","3","","","","","","","","","","","",""
"html-keyboard-response","34","283713","0.0-7.0-5.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","3","","","","","3","","","","","","","","",""
"html-keyboard-response","35","284729","0.0-7.0-6.3","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward2","3","0","3","4","1","3","0","","","","","","","",""
"html-keyboard-response","36","285736","0.0-7.0-0.4","5c519ec789254700019f7934","","","","","","854","<img class=left_person src='images/persons/person5.jpg'><img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","4","","","","","","","","","","","","","",""
"html-keyboard-response","37","286497","0.0-7.0-1.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","0","4","","","","","","","","","","","",""
"html-keyboard-response","38","287261","0.0-7.0-2.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","4","","","0","","","","","","","","","","",""
"html-keyboard-response","39","288277","0.0-7.0-3.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","4","","","0","1","","","","","","","","","",""
"html-keyboard-response","40","289042","0.0-7.0-4.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","4","0","4","","","","","","","","","","","",""
"html-keyboard-response","41","289809","0.0-7.0-5.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","4","","","","","4","","","","","","","","",""
"html-keyboard-response","42","290812","0.0-7.0-6.4","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","4","0","4","0","1","4","1","","","","","","","",""
"html-keyboard-response","43","291658","0.0-7.0-0.5","5c519ec789254700019f7934","","","","","","692","<img class=left_person src='images/persons/person5.jpg'><img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","5","","","","","","","","","","","","","",""
"html-keyboard-response","44","292411","0.0-7.0-1.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","4","","","","","","","","","","","",""
"html-keyboard-response","45","293176","0.0-7.0-2.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","5","","","0","","","","","","","","","","",""
"html-keyboard-response","46","294180","0.0-7.0-3.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","5","","","0","0","","","","","","","","","",""
"html-keyboard-response","47","294943","0.0-7.0-4.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","5","0","4","","","","","","","","","","","",""
"html-keyboard-response","48","295695","0.0-7.0-5.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","5","","","","","4","","","","","","","","",""
"html-keyboard-response","49","296711","0.0-7.0-6.5","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward2","5","0","4","0","0","4","0","","","","","","","",""
"html-keyboard-response","50","298542","0.0-7.0-0.6","5c519ec789254700019f7934","","","","","","1678","<img class=left_person src='images/persons/person1.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","6","","","","","","","","","","","","","",""
"html-keyboard-response","51","299297","0.0-7.0-1.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","0","0","","","","","","","","","","","",""
"html-keyboard-response","52","300061","0.0-7.0-2.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","6","","","0","","","","","","","","","","",""
"html-keyboard-response","53","301063","0.0-7.0-3.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward1","6","","","0","0","","","","","","","","","",""
"html-keyboard-response","54","301827","0.0-7.0-4.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","6","0","0","","","","","","","","","","","",""
"html-keyboard-response","55","302583","0.0-7.0-5.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","6","","","","","1","","","","","","","","",""
"html-keyboard-response","56","303595","0.0-7.0-6.6","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person1.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward2","6","0","0","0","0","1","0","","","","","","","",""
"html-keyboard-response","57","305553","0.0-7.0-0.7","5c519ec789254700019f7934","","","","","","1804","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","7","","","","","","","","","","","","","",""
"html-keyboard-response","58","306311","0.0-7.0-1.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","0","1","","","","","","","","","","","",""
"html-keyboard-response","59","307075","0.0-7.0-2.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/book.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","7","","","1","","","","","","","","","","",""
"html-keyboard-response","60","308081","0.0-7.0-3.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/book.jpg'>","null","","","practice","show_reward1","7","","","1","1","","","","","","","","","",""
"html-keyboard-response","61","308844","0.0-7.0-4.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","7","0","1","","","","","","","","","","","",""
"html-keyboard-response","62","309609","0.0-7.0-5.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","7","","","","","2","","","","","","","","",""
"html-keyboard-response","63","310612","0.0-7.0-6.7","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person2.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","7","0","1","1","1","2","1","","","","","","","",""
"html-keyboard-response","64","311922","0.0-7.0-0.8","5c519ec789254700019f7934","","","","","","1157","<img class=left_person src='images/persons/person3.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","s","","","practice","choice","8","","","","","","","","","","","","","",""
"html-keyboard-response","65","312678","0.0-7.0-1.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","2","","","","","","","","","","","",""
"html-keyboard-response","66","313441","0.0-7.0-2.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","8","","","3","","","","","","","","","","",""
"html-keyboard-response","67","314444","0.0-7.0-3.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/necklace.jpg'>","null","","","practice","show_reward1","8","","","3","1","","","","","","","","","",""
"html-keyboard-response","68","315196","0.0-7.0-4.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","8","0","2","","","","","","","","","","","",""
"html-keyboard-response","69","315963","0.0-7.0-5.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=product src='images/products/cake.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","8","","","","","2","","","","","","","","",""
"html-keyboard-response","70","316975","0.0-7.0-6.8","5c519ec789254700019f7934","","","","","","null","<img class=left_person src='images/persons/person3.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/cake.jpg'>","null","","","practice","show_reward2","8","0","2","3","1","2","1","","","","","","","",""
"html-keyboard-response","71","318758","0.0-7.0-0.9","5c519ec789254700019f7934","","","","","","1626","<img class=left_person src='images/persons/person1.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","k","","","practice","choice","9","","","","","","","","","","","","","",""
"html-keyboard-response","72","319510","0.0-7.0-1.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","73","320275","0.0-7.0-2.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product1","9","","","4","","","","","","","","","","",""
"html-keyboard-response","74","321277","0.0-7.0-3.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","practice","show_reward1","9","","","4","0","","","","","","","","","",""
"html-keyboard-response","75","322041","0.0-7.0-4.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","practice","show_choice","9","1","4","","","","","","","","","","","",""
"html-keyboard-response","76","322795","0.0-7.0-5.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","practice","show_product2","9","","","","","0","","","","","","","","",""
"html-keyboard-response","77","323798","0.0-7.0-6.9","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","practice","show_reward2","9","1","4","4","0","0","0","","","","","","","",""
"html-keyboard-response","78","326867","0.0-8.0","5c519ec789254700019f7934","","","","","","2901","<div> Good job! Practice completed. <br> <br> We will now move on to the real game. Do your best to win as much reward as you can. Good luck!<br><br> <b>Press any key to continue.</b></div>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","79","330639","0.0-9.0-0.0","5c519ec789254700019f7934","","","","","","2761","<p><u>We will now start period number<b> 1 out of 4</b> of your business</u></p>Each period will include 50 days after which you will have a short break and then continue from the exact same point. <br> <br><p style=""text-align: left"">Use the LEFT or RIGHT response keys (""s"" or ""k"", in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) The demand for each product is specific to that product alone <br> 2) The demand for each product may gradually change over time </p><p> <b> <u>Please note that participants who engage with the task and pay close attention earn a much higher bonus than participants who respond randomly</u> </b> </p><p><b>Press SPACE to start</b></p>"," ","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","80","332632","0.0-9.0-1.0-0.0","5c519ec789254700019f7934","","","","","","986","<img class=left_person src='images/persons/person4.jpg'><img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","k","","","exp","choice","0","","","","","","","","","","","","","",""
"html-keyboard-response","81","333391","0.0-9.0-1.0-1.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","1","4","","","","","","","","","","","",""
"html-keyboard-response","82","334157","0.0-9.0-1.0-2.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","0","","","0","","","","","","","","","","",""
"html-keyboard-response","83","335162","0.0-9.0-1.0-3.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","exp","show_reward1","0","","","0","0","","","","","","","","","",""
"html-keyboard-response","84","335926","0.0-9.0-1.0-4.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","0","1","4","","","","","","","","","","","",""
"html-keyboard-response","85","336692","0.0-9.0-1.0-5.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","0","","","0","","","","","","","","","","",""
"html-keyboard-response","86","337695","0.0-9.0-1.0-6.0","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person5.jpg'><img class=reward src='images/one_coin.png'><img class=product src='images/products/printer.jpg'>","null","","","exp","show_reward2","0","1","4","0","0","4","1","3","4","0.343502790248021","0.778893313347362","0.398421248164959","0.339054721035063","0.289537803153507","0"
"html-keyboard-response","87","338486","0.0-9.0-1.0-0.1","5c519ec789254700019f7934","","","","","","639","<img class=left_person src='images/persons/person5.jpg'><img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","k","","","exp","choice","1","","","","","","","","","","","","","",""
"html-keyboard-response","88","339242","0.0-9.0-1.0-1.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","1","3","","","","","","","","","","","",""
"html-keyboard-response","89","340008","0.0-9.0-1.0-2.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/necklace.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","1","","","3","","","","","","","","","","",""
"html-keyboard-response","90","341013","0.0-9.0-1.0-3.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/necklace.jpg'>","null","","","exp","show_reward1","1","","","3","0","","","","","","","","","",""
"html-keyboard-response","91","341777","0.0-9.0-1.0-4.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","1","1","3","","","","","","","","","","","",""
"html-keyboard-response","92","342541","0.0-9.0-1.0-5.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=product src='images/products/printer.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product2","1","","","3","","","","","","","","","","",""
"html-keyboard-response","93","343543","0.0-9.0-1.0-6.1","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person4.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/printer.jpg'>","null","","","exp","show_reward2","1","1","3","3","0","4","0","4","3","0.329994350559224","0.846054525321231","0.387798084219054","0.335965829983181","0.299846721116845","0"
"html-keyboard-response","94","344842","0.0-9.0-1.0-0.2","5c519ec789254700019f7934","","","","","","1144","<img class=left_person src='images/persons/person2.jpg'><img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","k","","","exp","choice","2","","","","","","","","","","","","","",""
"html-keyboard-response","95","345594","0.0-9.0-1.0-1.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","2","1","0","","","","","","","","","","","",""
"html-keyboard-response","96","346360","0.0-9.0-1.0-2.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=product src='images/products/bicycle.jpg'><div class=""fixation"">+</div>","null","","","exp","show_product1","2","","","0","","","","","","","","","","",""
"html-keyboard-response","97","347377","0.0-9.0-1.0-3.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><img class=reward src='images/zero_coins.png'><img class=product src='images/products/bicycle.jpg'>","null","","","exp","show_reward1","2","","","0","0","","","","","","","","","",""
"html-keyboard-response","98","348128","0.0-9.0-1.0-4.2","5c519ec789254700019f7934","","","","","","null","<img class=right_person src='images/persons/person1.jpg'><div class=""fixation"">+</div>","null","","","exp","show_choice","2","1","0","","","","","","","","","","","",""
